Claude_Opus,code_documentation,BusinessFunctionality,avg,avg,1,AngularCosmoMenu,Angular,3977,651,33.37805700302124
Claude_Opus,code_documentation,BusinessFunctionality,avg,avg,2,AngularCosmoMenu,Angular,3977,651,32.155677795410156
Claude_Opus,code_documentation,BusinessFunctionality,avg,avg,3,AngularCosmoMenu,Angular,3977,651,32.55970215797424
Claude_Opus,code_documentation,BusinessFunctionality,avg,high,1,AngularCosmoPage,Angular,6733,622,33.25622487068176
Claude_Opus,code_documentation,BusinessFunctionality,avg,high,2,AngularCosmoPage,Angular,6733,622,33.15298414230347
Claude_Opus,code_documentation,BusinessFunctionality,avg,high,3,AngularCosmoPage,Angular,6733,622,33.13560605049133
Claude_Opus,code_documentation,BusinessFunctionality,avg,low,1,ReactPodcastItem,React,1804,553,28.87595820426941
Claude_Opus,code_documentation,BusinessFunctionality,avg,low,2,ReactPodcastItem,React,1804,553,28.15482997894287
Claude_Opus,code_documentation,BusinessFunctionality,avg,low,3,ReactPodcastItem,React,1804,553,27.997963190078735
Claude_Opus,code_documentation,BusinessFunctionality,extra,high,1,ReactSelect,React,20233,505,34.79648208618164
Claude_Opus,code_documentation,BusinessFunctionality,extra,high,2,ReactSelect,React,20233,505,34.922149896621704
Claude_Opus,code_documentation,BusinessFunctionality,extra,high,3,ReactSelect,React,20233,505,35.12418818473816
Claude_Opus,code_documentation,BusinessFunctionality,high,avg,1,ToDoApp_ReactJS,React,4003,571,29.01548194885254
Claude_Opus,code_documentation,BusinessFunctionality,high,avg,2,ToDoApp_ReactJS,React,4003,571,28.974350929260254
Claude_Opus,code_documentation,BusinessFunctionality,high,avg,3,ToDoApp_ReactJS,React,4003,571,28.97811484336853
Claude_Opus,code_documentation,BusinessFunctionality,high,high,1,AngularCalendar,Angular,8619,568,33.22289991378784
Claude_Opus,code_documentation,BusinessFunctionality,high,high,2,AngularCalendar,Angular,8619,568,33.20661783218384
Claude_Opus,code_documentation,BusinessFunctionality,high,high,3,AngularCalendar,Angular,8619,568,33.08282113075256
Claude_Opus,code_documentation,BusinessFunctionality,high,low,1,ReactSignUp,React,1521,576,28.31384015083313
Claude_Opus,code_documentation,BusinessFunctionality,high,low,2,ReactSignUp,React,1521,576,28.81916904449463
Claude_Opus,code_documentation,BusinessFunctionality,high,low,3,ReactSignUp,React,1521,576,28.37060022354126
Claude_Opus,code_documentation,BusinessFunctionality,low,avg,1,AngularCosmoAdmin,Angular,5757,641,32.45998406410217
Claude_Opus,code_documentation,BusinessFunctionality,low,avg,2,AngularCosmoAdmin,Angular,5757,641,32.39882183074951
Claude_Opus,code_documentation,BusinessFunctionality,low,avg,3,AngularCosmoAdmin,Angular,5757,641,32.417479038238525
Claude_Opus,code_documentation,BusinessFunctionality,low,high,1,ReactBookmarks,React,4138,613,32.47740411758423
